question,answer,normalized_aliases,accurate_judgement,logits
"Christopher Eccleston, Kerry Fox and Ewan McGregor played flatmates in which 1994 film?","28 Days Later
","['shallow grave song', 'shallow grave movie', 'shallow grave']",Incorrect,"[[0.1795305609703064, 0.8204694986343384]]"
"""Who had 1960's Top Ten hits with """"A Hundred Pounds of Clay"""", """"Time"""" and """"Our Favourite Melodies""""?""","100 Ton And A Feather
",['craig douglas'],Incorrect,"[[0.0844927504658699, 0.9155072569847107]]"
"The Smithsonian Institution, the world’s largest museum and research centre, is in which US city?"," Washington DC
","['distric of columbia', 'government of d c', 'city of washington', 'one district', 'district of columbia government', 'federal district of united states', 'us dc', 'capital of usa', 'washington dc', 'dist of columbia', 'washingtondc', 'american federal district', 'us capital', 'distict of columbia', 'climate of washington d c', 'washington dc usa', 'wash d c', '1 district', 'district of colombia', 'washington us dc', 'capital of united states', 'l enfant city', 'washington d c united states', 'd c washington', 'culture of washington d c', 'dc washington', 'washington dc united states of america', 'wasington d c', 'wasington dc', 'culture of washington dc', 'federal district united states', 'district of columbia united states', 'distric of colombia', 'district of columbia district of columbia', 'wahington d c', 'united states capital', 'washington district of columbia', 'washingotn dc', 'district of columbia county dc', 'un locode uswas', 'economy of washington d c', 'washington city', 'washington d c usa', 'education in washington d c', 'districtofcolumbia', 'washington d c', 'district of columbia', 'wash dc']",Correct,"[[0.9082930684089661, 0.09170696884393692]]"
Who invented a system of cartography whereby lines of latitude and longitude are drawn at right angles?," Geroge Everest
","['gerardus mercator', 'gerard de cremere', 'gerhardt mercator', 'gerard mercator', 'geradus mercator', 'gheert cremer', 'mercator gerardus', 'gerhard mercator', 'gerard de cremer', 'gerhard kramer', 'mercatorian', 'gerhardus mercator', 'atlas cosmographicae', 'gerhard kremer', 'gerard de kremer']",Incorrect,"[[0.09301680326461792, 0.9069831967353821]]"
An isohyet or isohyetal line on a map connects two points having the same what?," Amount of precipitation
","['rainy', '⛆', 'torrential rain', 'heavy rain meteorology', 'intensity frequency and duration', 'hyetal', 'raining', 'rainwater', 'rained', 'rainfall', 'rains', 'wettest spot on earth', 'pluviophile', '🌧', 'rain', 'rainstorm', 'rain storm', 'pissing it down', 'rainiest', 'rain measurement']",Incorrect,"[[0.7394223809242249, 0.26057755947113037]]"
What part of an insect's body joins its head to its abdomen?," Thorax
","['upper torsos', 'thoracic neoplasms', 'thoracic neoplasm', 'human chest', 'thoracic region', 'chests', 'human thorax', 'theoracic', 'thoracic', 'thoractic', 'upper bodies', 'upperbody', 'thoracally', 'thoracal', 'thoraxes', 'uppertorso', 'chest v', 'thoracical', 'upper torso', 'thorax', 'thoraces', 'thoracically', 'muscles of thorax', 'thoracal regions', 'chest', 'girth of chest', 'upper body', 'thoracic skeleton', 'uppertorsos', 'thoracomer', 'skeleton thoracis', 'thoracal region', 'upper chest', 'v of chest', 'upperbodies', 'thoracic regions']",Correct,"[[0.8740772008895874, 0.1259227693080902]]"
How is the title character Prince Myshkin known in the title of a Dostoevsky novel?," The Idiot
","['идиот', 'idiot roman v chetyrekh chasti︠ ︡kh', 'idiootti', 'idiot', 'idiot novel', 'idiot roman v chetyrekh', 'idiot novel in four parts']",Correct,"[[0.8233283758163452, 0.1766715943813324]]"
What was Billy Cotton's famous catch phrase?,"45 minutes to go!
",['wakey wakey'],Incorrect,"[[0.4484262764453888, 0.5515737533569336]]"
A bronze medal is traditionally awarded for which place in a competition or race?,"3rd
","['third', 'third album', 'third music disambiguation', 'thirds', '3rds', 'third music', '3rd', '0 33', '3rd album', 'third disambiguation']",Correct,"[[0.7577943801879883, 0.2422056347131729]]"
Of these which is North Korea's nearest neighbour?," China
","['中華', 'zhōngguó', 'peoples republic of china', 'chinese people s republic', 'territorial disputes of china', 'people s republic of china', 'zhongguo', 'china peking', 'proc', 'red china modern', 'land of china', 'people s republic of china mainland china', '中華人民共和國', 'zhonghuá rénmín gònghéguó', 'cihna', 'iso 3166 1 cn', 'modern day china', '中国', 'jhongguó', 'pr of c', 'socialist china', 'communist china modern', 'chinese pr', 'p r of china', '中华', 'nation of china', 'prchina', 'pr of china', 'state of china', 'chaina', 'prc china', 'china republic 1949', 'people s republic of china prc', 'people s republic or china', '中华人民共和国', 'china people s republic of', 'zhonghuarenmingongheguo', 'zhongguó', 'sinic', 'china prc', 'zhong guo', 'zhonghua renmin gongheguo', 'red chinese', 'pr china', 'china s', 'chung kuo', 'p r china', 'homes in china', 'p r c', 'china', 'zhonghua renmin gonghe guo', 'china pr', 'people s repuublic of china', '中國', 'china people s republic', 'zhōnghuá rénmín gònghéguó', 'chungkuo', 'prc', 'people republic of china']",Correct,"[[0.8169911503791809, 0.1830088496208191]]"
Complete the slogan used in a 1960s US Presidential Election – ‘All the Way with ___'.," LBJ
","['lyndon baines johnson administration', 'l b johnson administration', 'lyndon b johnson', 'lyndon baines johnson', 'president lbj', 'lindon johnson', 'l b j', 'lindon b johnson', 'rebekah baines', 'lyndon banes johnson', 'rebekah baines johnson', '36th president of united states', 'l johnson administration', 'lyndon johnson', 'lbj', 'lyndon b johnson administration', 'howard university speech', 'presidency of lyndon b johnson', 'all i have i would have given gladly', 'lyndon baynes johnson', 'johnson lyndon baines', 'president lyndon baines johnson', 'president lyndon b johnson', 'lyndon johnson administration', 'president lyndon johnson', 'presidency of lyndon baines johnson']",Correct,"[[0.6867902874946594, 0.3132096230983734]]"
In which town or City' is the Worlds oldest Zoo?," Liverpool
","['vinarborg', 'wien austria', 'vindobonensis', 'vienna porcelain', 'vienna state', 'habsburg austria', 'vindabona', 'city of vienna', 'gemeinderat of vienna', 'bécs', 'wienna', 'architecture of vienna', 'wien', 'demographics of vienna', 'vienna austria', 'vínarborg', 'vienna at 9', 'capital of austria', 'wene', 'government of vienna', 'un locode atvie', 'europe vienna', 'viena', 'vienna']",Incorrect,"[[0.3858373761177063, 0.6141626238822937]]"
"Now owned by Kellogg, Wally Amos started the Famous Amos company in 1975 to produce what?"," Cookies
","['toll house cookies', 'chocolate chip cookie recipes', 'tollhouse cookie', 'chocolate chip cookies', 'tollhouse cookies', 'toll house cookie', 'nestlé toll house', 'chocolate chip biscuit', 'chocolate chip cookie', 'tollhousecookie']",Incorrect,"[[0.8104788661003113, 0.18952107429504395]]"
With which pop group is Frank Zappa associated?,"60s band The Mothers Of Invention
","['frank zappa and mothers of invention', 'mothers of invention', 'soul giants', 'frank zappa mothers', 'mothers']",Incorrect,"[[0.6442250609397888, 0.3557748794555664]]"
"What New York skyscraper is the United States' tallest building at 1,776 feet?","1 World Trade Center
","['wtc 1', '72 vesey street', 'one world trade', 'wtc one', 'new world trade center', 'freedom tower one world trade center', 'world trade center one', 'one world trade center', '1 world trade center', '1 wtc', 'one world observatory', 'one trade center', 'freedom tower', 'wtc1', '1wtc', '1 world trade centre', 'one world trade centre', 'world trade center tower 1', 'one wtc']",Correct,"[[0.6825737357139587, 0.31742626428604126]]"
What is the symbol for a 35th wedding anniversary?," Coral
","['coral heads', 'corals', 'fossilized coral', 'coral biology', 'poypifer', 'polypifer', 'coral colonies', 'coral mound', 'coral']",Correct,"[[0.5746335387229919, 0.4253665506839752]]"
"Which New Zealand-born and New York-based artist, known for his kinetic sculpture produced between 1950 and 1980, also made films, applying dyes, stencils, air-brushes and other objects directly to celluloid?"," Len Lye
","['lye len', 'leonard charles huia lye', 'len lye', 'len lye foundation']",Correct,"[[0.7534666657447815, 0.2465333491563797]]"
In which year was the Berlin International Film Festival first held?,"1951
","['one thousand nine hundred and fifty one', '1951']",Correct,"[[0.7981867790222168, 0.2018132209777832]]"
Who wrote the music for Rule Britannia?,"18th century composer Thomas Arne
","['t arne', 'dr arne', 'thomas augustine arne', 'thomas arne']",Incorrect,"[[0.5717666149139404, 0.42823341488838196]]"
What model number Boeing plane is called the Dreamliner (after being renamed in 2005)?,"787
","['seven hundred and eighty seven', '787']",Correct,"[[0.8679338097572327, 0.13206616044044495]]"
In which ITV comedy drama which ran for five series did James Nesbitt and Helen Baxendale play one of three couples?," Cold Feet
","['cold feet', 'cold feet metaphor', 'cold feet weddings', 'cold feet anxiety']",Correct,"[[0.8832359910011292, 0.11676400899887085]]"
"""When this great artist was once criticized for creating unrealistic art, he asked his accuser """"Can you show me some realistic art?"""" The man showed him a photograph of his wife. The artist observed: """"So your wife is two inches tall, two-dimensional, with no arms and no legs, and no colour but only shades of gray?"""" Who is this artist who went through a 'Blue Period' and a 'Rose Period'?"""," Picasso
","['pablo diego jose francisco de paula juan nepomuceno maria de los remedios crispin crispiniano de la santisima trinidad ruiz y picasso', 'pablo diego jose francisco de paula juan nepomuceno maria de los remedios cipriano de la santisima trinidad martyr patricio clito ruiz y picasso', 'pablo diego jose santiago francisco de paula juan nepomuceno crispin crispiniano de los remedios cipriano de la santisima trinidad ruiz blasco y picasso', 'pablo diego jose francisco de paula juan nepomuceno maria de los remedios cipriano de la santisima trinidad ruiz y picasso', 'pablo diego josé francisco de paula juan nepomuceno maría de los remedios cipriano de la santísima trinidad ruiz y picasso', 'pablo diego jose francisco de paula juan nepomuceno de los remedios cipriano de la santisma trinidad ruiz y picasso', 'maría picasso y lópez', 'pablo picasso', 'picassoesque', 'pablo ruiz y picasso', 'piccasso', 'pablo diego josé francisco de paula juan nepomuceno maría de los remedios cipriano de la santísima trinidad clito', 'picaso', 'pablo diego josé francisco de paula juan nepomuceno crispin crispiniano de la santisima trinidad ruiz blasco picasso', 'pablo diego josé santiago francisco de paula juan nepomuceno crispín crispiniano de los remedios cipriano de la santísima trinidad ruiz blasco y picasso', 'pablo diego josé santiago francisco de paula juan nepomuceno crispín crispiniano de los remedios cipriano de la santísima trinidad ruiz picasso', 'bijiasuo', 'pablo diego josé francisco de paula juan nepomuceno maría de los remedios crispín crispiniano de la santísima trinidad ruiz y picasso', 'maria picasso y lopez', 'picasso', 'pablo diego jose francisco de paula juan nepomuceno maria de los remedios cipriano de la santisima trinidad clito ruiz y picasso', 'pablo diego josé francisco de paula juan nepomuceno maría de los remedios cipriano de la santísima trinidad martyr patricio clito ruíz y picasso', 'picassoid', 'paul picasso', 'pablo picaso', 'pablo piccaso', 'pablo diego jose santiago francisco de paula juan nepomuceno crispin crispiniano de los remedios cipriano de la santisima trinidad ruiz picasso', 'pablo diego josé francisco de paula juan nepomuceno maría de los remedios cipriano de la santísima trinidad clito ruiz y picasso', 'picassoan', 'pablo ruíz picasso', 'pablo ruiz picasso', 'pablo diego josé francisco de paula juan nepomuceno maría de los remedios cipriano de la santísima trinidad martyr patricio clito ruiz y picasso', 'blue period', 'picassian']",Correct,"[[0.8757869601249695, 0.12421300262212753]]"
What name is given to the principal unit of currency in both Malawi and Zambia?,"1 kwacha
","['kwacha', 'kwacha disambiguation']",Incorrect,"[[0.7025300860404968, 0.29746994376182556]]"
In which European city is The Council of Europe?," Strasbourg
","['un locode frsxb', 'strausburg', 'strassburg', 'straatsburg', 'city of bells', 'strasbourg france', 'strasbourg', 'strossburi', 'strassbourg', 'straßburg']",Correct,"[[0.8204694986343384, 0.1795305609703064]]"
"'Go ahead, make my day' is a catchphrase from which 1983 film?"," Sudden Impact
","['sudden impact film', 'mick rapist', 'jennifer spencer', 'sudden impact 1983', 'sudden impact']",Correct,"[[0.8469578623771667, 0.15304215252399445]]"
The human body's energy chemical is?," ATP
","['ᴅ glucose', 'atc code b05cx01', 'pentahydroxyhexanal', 'glycose', 'commercial dextrose', 'atc code v04ca02', 'atc code v06dc01', 'dextrosol', 'glucopyranose', 'ch2oh· choh 4·cho', 'glucose solution', 'ch2oh choh 4 cho', 'starch sugar', 'glucofuranose', 'maltodextrose', 'atcvet code qv04ca02', 'atcvet code qb05cx01', 'd glucose', 'atcvet code qv06dc01', '2 3 4 5 6 pentahydroxyhexanal', 'dextrose', 'glucose', 'glucose tablets', 'grape sugar']",Incorrect,"[[0.8397339582443237, 0.16026602685451508]]"
What nickname is given to the Australian Association Football International team?," Socceroos
","['australian national football team', 'australia men s national soccer team', 'socceroo', 'australia men s national association football team', 'australia national football team', 'australian national football team disambiguation', 'australia national football soccer team', 'socceroos', 'australian national association football team', 'australia soccer team', 'australia national association football team', 'australia national footbal team', 'history of australian national football team', 'australian soccer team', 'australia national soccer team', 'soccerroos', 'australian national soccer team', 'australian national football soccer team', 'australia soccer']",Correct,"[[0.8504685759544373, 0.14953136444091797]]"
In which northern British city can you find Waverley Railway Station?," Edinburgh
","['athens of north', 'dunedin scotland', 'embro', 'edingburgh', 'southside edinburgh', 'city of edinburgh scotland', 'edinburgh art', 'list of places in edinburgh', 'old and new towns of edinburgh', 'edimburgo', 'edinburgh inspiring capital', 'inner edinburgh', 'edinburgh district', 'edinburgh navigator', 'edimburgh', 'weather in edinburgh', 'capital of scotland', 'burgh of edinburgh', 'edin burgh', 'edinbra', 'edinburgh united kingdom', 'areas of edinburgh', 'din eidyn', 'auld reekie', 'edinburgh scotland', 'city of edinburgh', 'edinburgh', 'dun eideann', 'dùn éideann', 'edinburgh city region', 'edinburgh uk', 'list of edinburgh suburbs', 'dun edin', 'edinburrie', 'city of edinburgh local government district lothian region', 'edinbrough', 'caer eiddyn', 'edinbourgh', 'eidyn', 'city of edinburgh council area', 'edinborough', 'dùn èideann', 'un locode gbedi', 'embra', 'capital city of scotland', 'edinburgh city of council area', 'suburbs of edinburgh', 'geography of edinburgh', 'eiddyn']",Correct,"[[0.9205042719841003, 0.07949569821357727]]"
Sheila Mercier played which character in the UK television show ‘Emmerdale (Farm)’?," Annie Sugden
","['annie sugden', 'annie brearly']",Correct,"[[0.7718434929847717, 0.22815649211406708]]"
Off the coast of which county would you find the 'Goodwin Sands'?," Kent
","['kent county', 'kent england', 'garden of england', 'kent', 'culture in kent', 'wilsley green', 'winkhurst green', 'sport in kent', 'kent county england', 'education in kent', 'county of kent england', 'cantium', 'rhoden green', 'county of kent', 'county kent']",Correct,"[[0.8875949382781982, 0.11240509152412415]]"
In which English couny are the towns of Reading and Maidenhead ?," Berkshire
","['highway berkshire', 'royal country of berkshire', 'berkshire', 'royal county of berkshire', 'county of berkshire', 'berkshire england', 'royal berkshire', 'county of berks']",Correct,"[[0.8674854636192322, 0.13251455128192902]]"
Dyce airport serves which city?," Aberdeen
","['aiberdeen', 'aberdeen scottish city', 'aberdeen city council area', 'scotland aberdeen', 'aberdeen district', 'aberdeen scotland', 'mile end school', 'burgh of aberdeen', 'obar dheathain', 'aberdeen city police', 'city of aberdeen local government district grampian region', 'skene square primary school', 'un locode gbabd', 'kingsford primary school', 'retail in aberdeen', 'aberdeen city', 'city of aberdeen scotland', 'aberdeen', 'city of aberdeen', 'city of aberdeen council area', 'aberdonian']",Correct,"[[0.9086179733276367, 0.09138211607933044]]"
A heptathlon is an athletic contest of how many separate events?,"7
","['seven', '7']",Correct,"[[0.7592254281044006, 0.24077460169792175]]"
"Who, in 1960, became the first woman Prime Minister in the world?"," Sirimavo Bandaranaike
","['sirimavo ratwatte dias bandaranaike', 'sirimavo banadaranike', 'bandaranaike sirimavo ratwatte dias', 'sirima bandaranaike', 'sirimavo bandaranaike', 'sirimavo r d bandaranaike', 'sirimavo bandaranayake', 'sirimavo bandaranaiki']",Correct,"[[0.13892842829227448, 0.8610715270042419]]"
"American mathematician Norbert Wiener, 1894-1964, coined what scientific term concerning complex systems, and helped define its modern understanding?"," Cybernetics
","['cybernetic system', 'tha masta', 'cybernetic', 'cybernetics']",Correct,"[[0.8289388418197632, 0.1710612028837204]]"
"In addition to sine and cosine, what is the third main function of trigonometry?"," Tangent
","['tangent geometry', 'tangent line problem', 'tangent problem', 'tangential', 'tangent', 'tangentially', 'tangents', 'tangency', 'tangent line', 'point of tangency', 'tangent point']",Correct,"[[0.9136765599250793, 0.08632347732782364]]"
"Who, apart from Geoff Hurst, scored in the 1966 World Cup Final for England?"," George Cohen and John Connelly
",['martin peters'],Incorrect,"[[0.35488009452819824, 0.6451199054718018]]"
Who hosted the early series of The Pink Panther cartoons?," Alan Reed
",['lenny schulz'],Incorrect,"[[0.35398629307746887, 0.6460136771202087]]"
"Aurora, Chandler, Legacy and Reka are all varieties of which fruit?"," Plum
","['vaccinium cyanococcus', 'cyanococcus', 'blue berry', 'blueberries', 'blue berries', 'american blueberries', 'blueberry', 'american blueberry', 'freshly picked blueberry', 'vaccinium sect cyanococcus', 'north american blueberry']",Incorrect,"[[0.7962924242019653, 0.2037075161933899]]"
In which sport is the Stanley Cup awarded ?," Ice hockey
","['hocky ice', 'goaltender coach', 'girls ice hockey', 'history of ice hockey', 'icehockey', 'ice hockey', 'eishockey', 'hawkie', 'hockey ice', 'canadian hockey', 'ice hocky', 'women s ice hockey', '🏒', 'position ice hockey']",Correct,"[[0.9396923184394836, 0.06030763313174248]]"
Who won the Best Director Oscar for the film 'Out of Africa'?," Sydney Pollack
","['sidney pollack', 'sydney polack', 'sydney irwin pollack', 'sydney pollock', 'sidney pollock', 'sydney pollack', 'sydney pollak']",Correct,"[[0.7563575506210327, 0.2436424344778061]]"
"What medieval coin, first minted around 1140 by Roger II of Sicily, was adopted by Florence in 1252 and Venice in 1283, and was in use in Austria-Hungary until 1914?","
","['ducat coin', 'gold ducats', 'ducato coin', 'venetian ducat', 'ducat', 'gold ducat', 'ducat italian coin', 'dukat currency', 'ducado', 'ducats', 'dukaten', 'ducket']",Incorrect,"[[0.08725224435329437, 0.9127477407455444]]"
"Living from 1890 to 1963, what was the more famous name of American born Robert Franklin Stroud?"," Birdman of Alcatraz'
","['birdman of alcatraz', 'robert franklin stroud', 'della mae jones', 'alcatraz bird man', 'robert stroud', 'bird man of alcatraz', 'birdman of alcatrez']",Correct,"[[0.7520126104354858, 0.24798743426799774]]"
In which battle did the 'Thin Red Line' feature?," Balaclava
","['balaclava', 'balaclava disambiguation', 'balaclavas', 'balaklava disambiguation']",Correct,"[[0.7620701193809509, 0.23792991042137146]]"
"In April 2009, who was found guilty of the murder of Lana Clarkson?"," Phil Spector
","['phil spektor', 'phil spector', 'harvey philip spector', 'philip spector', 'phil spectre', 'annette records', 'phil specter', 'phillip spector']",Correct,"[[0.863391637802124, 0.13660839200019836]]"
Who had the first ever Christmas number one single in the British charts?,"1952: Al Martino - Here In My Heart
","['more than eye can see', 'take my heart', 'al martino']",Incorrect,"[[0.20689405500888824, 0.793105959892273]]"
Which Luftwaffe bomber was withdrawn from the Battle of Britain because of heavy losses although it was used successfully elsewhere throughout the war?,"111
","['junkers ju 87b', 'ju87 stuka', 'junkers ju 87 v1', 'sturzkampfflugzeug', 'junkers 87', 'ju 87 stuka', 'stuker', 'ju 87', 'stukka dive bomber', 'ju 87b', 'junkers ju 87d 1', 'picchiatello', 'ju 87d', 'junkers ju 87g 2', 'stuka', 'sturzkampfflugzeug ju 87', 'sturtzkampfflugzeug', 'stuka dive bomber', 'junkers ju 87c', 'junkers ju87b 1', 'junkers ju87', 'junkers ju 87d 3', 'junkers ju 87', 'junkers ju 87b 2', 'junkers ju 87 stuka', 'junkers ju87 stuka']",Incorrect,"[[0.15052764117717743, 0.8494724035263062]]"
Bom in Brighton in 1894 Thomas Henry Sargent was a stand-up comedian - by what name was he better known?," Tommy Trinder
","['max miller disambiguation', 'max miller']",Incorrect,"[[0.8354835510253906, 0.16451646387577057]]"
What was formed as a result of the Continental Congress of 1775?,"13 colonies
","['u s of america', 'u–s–', 'estatos unitos', 'amarica', 'america united states of', 'v s amerika', 'states of america', 'amurika', 'unitesd states', 'estados unidos de america', 'america', 'united states of america oldpage', 'america us', 'nited states', 'etats unis d amerique', 'united stated', 'verenigde state van amerika', 'america united states', 'merica', 'amurka', 'amurica', 'v s america', 'us', 'americophile', 'états unis d amérique', 'united states america', 'الولايات المتحدة الأمريكية', 'eeuu', 'amercia', 'united states of america u s', 'unitd states', 'us america', 'estados unidos', 'etymology of united states', 'america magazine', 'u s american', 'united states of america usa', 'united states of amerca', 'united states u s', 'us and', 'etats unis', 'untied states of america', 'united states introduction', 'america usa', 'u s of', 'iso 3166 1 us', 'federal united states', 'usofa', 'americia', 'untied states', 'america class', 'american united states', 'nagkaisang mga estado', 'estaos unios', 'vs america', 'united states', 'united states country', 'los estados unidos de america', 'los estados unidos de américa', 'america country', 'yankee land', 'usoa', 'u s', 'united states us', 'united states of america redirect', 'vereinigte staaten', 'estados unidos de américa', 'ee uu', 'unites states', 'stati uniti d america', 'los estados unidos', 'estaos uníos', 'amerka', 'us country', 'usa', 'unitedstates', 'unite states of america', 'états unis', 'united state of america', 'united staets of america', 'us of', 'unites states of america', 'united sates', 'u–s', 'name of united states', 'u s america', 'us of america', 'u –s –', 'united states of american', 'united states of america introduction', 'verenigde state', 'americaland', 'vs amerika', 'these united states of america', 'unite states', 'unietd states', 'united states of america', 'united–states', 'u –s']",Incorrect,"[[0.3757064640522003, 0.6242935657501221]]"
What is the official language of Surinam," Dutch
","['dutc', 'dutch', 'dutch disambiguation', 'dtuch']",Correct,"[[0.7655933499336243, 0.23440663516521454]]"
Apia is the capital of which independent island nation in the South Pacific?," Samoa
","['samoa', 'west samoa', 'western samoa', 'independent state of western samoa', 'independent state of samoa', 'malo saʻoloto tutoʻatasi o sāmoa', 'malosi', 'malo sa oloto tuto atasi o sāmoa', 'sāmoa', 'iso 3166 1 ws', 'is samoa', 'languages of samoa']",Correct,"[[0.9170058369636536, 0.08299414813518524]]"
Which hero of mythology killed the Chimera?," Jason
","['bellerophontic letter', 'bellerophontes', 'βελλεροφῶν', 'bellerophon', 'letters of bellerophon', 'leophontes', 'βελλεροφόντης']",Incorrect,"[[0.3486451804637909, 0.6513549089431763]]"
1998 was the Chinese year of which creature?,"1998 was the year of the Earth Dog
","['🐅', 'mating tigers', 'tiger populations', 'panthera tigris', 'naahar', 'endangered subspecies of tiger', '🐯', 'tiger', 'tiger blood', 'tigris striatus', 'tiger wild', 'felis tigris', 'tigers animal', 'tigers in captivity', 'african tiger', 'tiger cub', 'tigris regalis', 'tigers', 'f tigris', 'tigress', 'sexual behavior of tigers', 'tiger urine', 'tigrine']",Incorrect,"[[0.2465333491563797, 0.7534666657447815]]"
"True versatility! Which actress achieved her biggest success in Samson and Delilah and co-invented the first form of spread spectrum, a key to modern wireless communication?"," Hedy Lamarr
","['hedwig keisler', 'hedwig kiesler', 'hedwig eva maria kiesler', 'h k markey', 'heidi lamar', 'heady lamarr', 'hedy lamarr', 'heddy lamar', 'heady lamar', 'heddy lamarr', 'hedy kiesler markey', 'hedy keisler markey', 'hedy lamar', 'hedy kiesler']",Correct,"[[0.847967803478241, 0.15203224122524261]]"
'Barwick Green' is the theme tune to which radio serial?," The Archers
","['ambridge borsetshire', 'vanessa whitburn', 'ambridge archers', 'archers', 'archers radio soap']",Correct,"[[0.8386797308921814, 0.16132023930549622]]"
In which film did Sharon Stone play the character 'Catherine Tramell?," Basic Instinct
","['basic instinct soundtrack', 'basic instinct film', 'basic instinct', 'basic instict', 'nick curran basic instinct', 'det nick curran']",Correct,"[[0.8656789064407349, 0.13432104885578156]]"
"In the traditional story of Sinbad the Sailor, what is the name of the giant bird that carries him off to safety following a shipwreck?"," Roc
","['taioaan', 'china republic of taiwan', '中華民國', 'republic of china 1945–71', 'zhōnghuá mínguó', 'republic china', 'r o china', '台灣', 'chuka minkoku', 'tâi oân', 'republic of china 1949–present', 'táiwan', 'ilha formosa', '臺灣', 'zhonghuá mínguó', 'republic of china r o c', 'tpkm', 'minguo', 'r china', 'zhōnghuá mín guó', 'taiwan', 'táiwān', 'jhong hua min guo', 'republic of china on taiwan', 'tai oan', 'republic of china taiwan', 'tiawan', 'tawan', 'roc china', 'taiwan republic of china', 'roc', 'china republic 1949', 'taiwan nation', 'chūka minkoku', 'chung hua min kuo', 'free china modern', 'min guo', 'iso 3166 1 tw', 'republic of china roc', 'r o c', 'taiwan state', 't aiwan', 'taiwan country', 'zhonghua minguo', 'taïwan', 'chunghwa republic', 'chung min kuo', 'republic of china', 'chunghua minkuo', 'chunghwaminkuo', 'taiwan roc', 'taioan', 'ro china', 'china taiwan', 'jhonghua minguo', '台湾', 'tai wan', 'chunghwa minkuo', 'tawian', 'china roc', 'taiwan island', 'china republic of', '中华民国', 'ts ai tai wan te chung hua min kuo', 'jhonghuá mínguó']",Correct,"[[0.8766343593597412, 0.1233656257390976]]"
"""After the duet """"Sull'aria...che soave zeffiretto"""" from The Marriage of Figaro plays on loudspeakers in a film, a voice-over goes: """"I have no idea to this day what those two Italian ladies were singing about. [...] I'd like to think they were singing about something so beautiful it can't be expressed in words, and it makes your heart ache because of it. [...] It was like some beautiful bird flapped into our drab little cage and made these walls dissolve away, and for the briefest of moments, every last man in ___ felt free."""" What is the missing word?""","1999, the prison in the film The Shawshank Redemption
","['shawshank prison', 'shawshank']",Incorrect,"[[0.29828691482543945, 0.7017130851745605]]"
Which Greek heroine was said to have hatched from an egg?," Leda
","['helen troy', 'helen of troy', 'helenoftroy', 'face that launched 1000 ships', 'face that launched thousand ships', 'helena of troy', 'helen of sparta', 'helena troy', 'helen of greece demigod', 'helen of athena']",Incorrect,"[[0.6001883149147034, 0.39981159567832947]]"
"Whose first husband was Conrad Hilton Jnr., heir to the hotel empire?"," Elizabeth Taylor
","['dame elizbeth taylor', 'elizabeth taylor', 'maria carson', 'elizabeth rosemond taylor', 'dame elizabeth rosemond taylor dbe', 'liz taylor', 'taylor dame elizabeth rosemond', 'elizabeth taylor hilton wilding todd fisher burton burton warner fortensky', 'elizabeth taylor hilton wilding todd fisher burton warner fortensky', 'dame elizabeth rosemond taylor', 'elisabeth taylor']",Correct,"[[0.7697732448577881, 0.23022675514221191]]"
"What is the name of the narrow strip of land, with water either side, linking two larger areas of land?"," Isthmus
","['istmus', 'ithmus', 'isthmus', 'list of isthmuses', 'isthmuses']",Correct,"[[0.842863142490387, 0.15713685750961304]]"
"In UK politics, what flower is the emblem of the Labour Party?"," Rose
","['roses song', 'long stemmed roses', 'rosa plant', '🌹', 'rosa genus', 'culture of rose', 'zephirine drouhin', 'rose bush', 'rose bushes', 'rose bud', 'hulthemia', 'roses', 'rose']",Correct,"[[0.66888028383255, 0.33111974596977234]]"
"""Who sculpted """"The Gates of Hell"""" depicting a scene from Dante's Inferno from 1880 until his death in 1917?"""," Auguste Rodin
","['francois auguste rené rodin', 'rodin', 'françois auguste rené rodin', 'august rodin', 'pierre auguste rodin', 'auguste rodin', 'man with broken nose', 'rose beuret', 'francois auguste rene rodin', 'родин', 'auguste rodin sculptor']",Correct,"[[0.8766343593597412, 0.1233656257390976]]"
Television: Which American police series of the 1960s starred Broderick Crawford?,"1960s: The Defenders
","['highway patrolman', 'state patrol', 'highway patrol', 'traffic cop', 'traffic control police', 'highway police', 'state patrols', 'highway patrols']",Incorrect,"[[0.07864237576723099, 0.9213575720787048]]"
Which moon of the solar system is named after the Greek god of fear?," Phobos
","['φόβος', 'phobos disambiguation', 'phobos', 'phobus']",Correct,"[[0.7924642562866211, 0.2075357735157013]]"
In which sport or game is Judit Polgar the highest ranked female although she has never taken part in the Women's World Championship?," Chess
","['échecs', 'chess revers', 'chess psychology', 'orthochess', 'cheess', 'chess career', 'cờ vua', 'international chess', 'western chess', 'skaak', 'šahs', 'skák', 'cög', 'game of chess', 'scacci', 'escacs', 'chess match', 'шахмат', 'european chess', 'šach', 'šachy', 'rank and file chess', 'ficheall', 'chesss', 'شطرنج', 'शतरंज', 'şah', 'chess publications', 'שחמט', 'ŝako', 'skak', 'echedoù', 'шахматы', 'chess game', 'sjakk', 'satranç', 'ajedrez', 'play chess', 'chess board game', 'xadrez', 'шахи', 'шатар', 'ਸ਼ਤਰੰਜ', 'chesse', 'chess games', 'šachmatai', 'σκάκι', 'chess', 'ahedres', 'chess srategy and tactics']",Correct,"[[0.8198933005332947, 0.18010665476322174]]"
