question,answer,normalized_aliases,accurate_judgement,logits
‘The Perfect Year’ and ‘Surrender’ are songs from which musical?,"1996 Sunset Boulevard
","['sunset boulevard', 'sunset bulevard', 'west sunset boulevard', 'sunset blvd']",Incorrect,"[[0.02909075655043125, 0.9709092378616333]]"
"Can you tell the game show from the consolation prize. A toy, a tankard or BFH","321
","['bulls eye', 'bullseyes', 'bullseye', 'bullseye disambiguation', 'bullseye game show']",Incorrect,"[[0.08035746961832047, 0.9196425676345825]]"
"With examples such as tulip, South Sea company, and .com, what is the name for the economic condition characterized by ""trade in high volumes at prices that are considerably at variance with intrinsic values""?"," Bubble
","['bubbles disambiguation', 'bubble disambiguation', 'bubbling', 'bubbling disambiguation', 'bubble', 'bubble song', 'bubbles']",Correct,"[[0.6442250609397888, 0.3557748794555664]]"
Which planet in the solar system has moons called Titania and Miranda," Uranus
","['uranus astronomy', 'sao 158687', 'sol vii', 'sol 7', 'discovery of uranus', 'uranus planet', '7th planet', 'magnetosphere of uranus', 'urano planet', 'hd 128598', 'georgium sidus', 'astronomy uranus', 'uranus', 'sol h', '⛢', 'sun h', 'planet uranus', 'george s star', 'seventh planet', '34 tauri', '♅', 'uranos planet', 'georgian planet']",Correct,"[[0.7718434929847717, 0.22815649211406708]]"
What is Canada's oldest city founded in 1608?," Quebec
","['quebec canada', 'quebec', 'province of quebec', 'province de québec', 'quèbec', 'british conquest of new france', 'foreign relations of quebec', 'political culture of quebec', 'québec', 'capture of quebec', 'québec province', 'quebec province', 'ca qc', 'province de quebec', 'québec canada', 'province of québec', 'quebéc']",Correct,"[[0.8705973029136658, 0.1294027417898178]]"
Owain Glyndŵr (died c. 1416) who was venerated by the 19th century Cymru Fydd movement is considered the national hero of what ethnicity?," Welsh
","['welsh', 'welsh disambiguation']",Correct,"[[0.9066531658172607, 0.09334687888622284]]"
Which EU country has the greatest population?," Germany
","['tyskland', 'vokietija', 'germny', 'land der dichter und denker', 'united states of germany', 'etymology of germany', 'němska', 'germany', 'federal republic of germany', 'jermany', 'alemanha', 'bundesrepublik deutschland', 'fr germany', 'teutonica', 'germeny', 'nemska', 'geramny', 'niemcy', 'thyskaland', 'bundesdeutsch', 'nimska', 'foederal republic of germany', 'deuchland', 'deutchland', 'germanio', 'almanya', 'deutschland', 'duitsland', 'iso 3166 1 de', 'br deutschland', 'f r germany']",Correct,"[[0.7732163667678833, 0.2267836481332779]]"
Russia was defeated by which country in the Battle of Tannenberg in 1914?," Germany
","['tyskland', 'vokietija', 'germny', 'land der dichter und denker', 'united states of germany', 'etymology of germany', 'němska', 'germany', 'federal republic of germany', 'jermany', 'alemanha', 'bundesrepublik deutschland', 'fr germany', 'teutonica', 'germeny', 'nemska', 'geramny', 'niemcy', 'thyskaland', 'bundesdeutsch', 'nimska', 'foederal republic of germany', 'deuchland', 'deutchland', 'germanio', 'almanya', 'deutschland', 'duitsland', 'iso 3166 1 de', 'br deutschland', 'f r germany']",Correct,"[[0.8643104434013367, 0.13568954169750214]]"
"In the novel ‘Martin Chuzzlewit’ by Charles Dickens, what is the name of the inn run by Mrs Lupin?"," The Blue Dragon
",['blue dragon inn'],Incorrect,"[[0.36116471886634827, 0.6388352513313293]]"
"""""""Mary Poppins"""", """"Peter Pan"""" and """"Soho Cinders"""" are among the musicals of which composer, in association with lyricist Anthony Drewe, a partnership formed at Exeter University?"""," George Stiles
",['george stiles'],Correct,"[[0.700894832611084, 0.2991051971912384]]"
English novelist Mary Anne Evans is better known by what name?," George Eliot
","['mary ann cross', 'mrs cross', 'marian evans', 'g eliot', 'eliot george', 'mary ann evans', 'george eliot', 'george marian evans eliot']",Correct,"[[0.9683812260627747, 0.031618766486644745]]"
"The Battle of Towton is believed to be the longest and bloodiest battle on English soil, in which war did it take place?","15th century War of the Roses
","['war of roses', 'wars of cousins', 'rebellion of 1483', 'wars of roses']",Incorrect,"[[0.21733751893043518, 0.7826625108718872]]"
Who played Bert the chimney sweep in the film 'Mary Poppins'?," Dick Van Dyke
","['dick van dyk', 'dr sloan', 'learn not to burn', 'dick vandyke', 'dyck van dike', 'dick van dike', 'richard wayne van dyke', 'richard van dyke', 'dick van dyke']",Correct,"[[0.9161096215248108, 0.0838903859257698]]"
"According to research, the perception and interpretation of body language is generally strongest in?","1st meetings
","['female humans', 'womanish', 'wonmen', 'woman', 'female human', 'woman in 1911 brittanica', 'ooman', 'human females', '🚺', 'womanhood', 'human female', 'women', 'womankind', 'women s', 'young woman', 'wifman', 'womens', '👩']",Incorrect,"[[0.15102779865264893, 0.8489722013473511]]"
"In 1994, the Hutu and the Tutsi tribes waged a war of mass genocide in which African country?"," Rwanda
","['health in rwanda', 'ruwanda', 'pays des milles collines', 'rwandese republic', 'republic of rwanda', 'regions of rwanda', 'riwanda', 'rawanda', 'ruando', 'health care in rwanda', 'rowanda', 'rwnanda', 'rwanda', 'pays des mille collines', 'ruanda', 'repubulique du rwanda', 'gender balance in rwanda', 'land of thousand hills', 'iso 3166 1 rw', 'administrative divisions of rwanda', 'rwandwa']",Correct,"[[0.9734434485435486, 0.026556571945548058]]"
Trade union leader Jack Dromey is married to which politician?," Harriet Harman
","['harriet harman', 'political positions of harriet harman', 'harriet dromey', 'harriet ruth harman', 'harriet ruth harman qc mp']",Correct,"[[0.8848377466201782, 0.11516223102807999]]"
Who was the PFA Players Player of the Year in 1995 and 1997 with two different clubs," Alan Shearer
","['alan shearer', 'as9']",Correct,"[[0.5486735105514526, 0.45132654905319214]]"
What nationality was the artist Frida Khalo?," Mexican
","['mexican coast', 'united mexican states', 'mexican united states', 'mexxico', 'mexic', 'estados unidos de mexico', 'mexique', 'mountains of mexico', 'mehico', 'republic of mexico', 'mexican republic', 'sierra de la estrella', 'mexican', 'united states of mexico', 'central mexico', 'eum', 'estados unidos mexicanos', 'old mexico', 'etymology of mexico', 'iso 3166 1 mx', 'untied mexican states', 'messico', 'mexico country', 'mexiko', 'mexican union', 'meixcan', 'estados unidos de méxico', 'united states of mexicans', 'mexican federal republic', 'mejico', 'united state of mexico', 'méxico', 'mexico', 'mexicó', 'méjico']",Correct,"[[0.9039745330810547, 0.0960254892706871]]"
"Which 1965 movie, remade in 2004, involved the survival of passengers after their plane crashed in the desert.","36 Hours
","['flight of phoenix', 'flight of phoenix book', 'flight of pheonix']",Incorrect,"[[0.15102779865264893, 0.8489722013473511]]"
Which island is the burial place of many Scottish kings and Labour leader John Smith?," Iona
","['hy island', 'isle of iona', 'baile mor', 'icolmkill', 'iona', 'baile mòr']",Correct,"[[0.8670357465744019, 0.13296423852443695]]"
"In the Christian religion, how many traditional stations of the cross are there?","14
","['fourteen', '14']",Correct,"[[0.7918210625648499, 0.20817893743515015]]"
Who played the title role in the 1996 film ‘The English Patient’?," Ralph Fiennes
","['ralph nathaniel fiennes', 'ralph fiennes filmography', 'lisa robertson australian', 'raif fines', 'fiennes ralph nathaniel', 'ralf fiennes', 'rafe fines', 'ralph feinnes', 'ray fiennes', 'ralph fiennes']",Correct,"[[0.8910549879074097, 0.10894505679607391]]"
What kind of footwear did Jimmy Nail have in 1994?,"10 pairs of shoes
",['crocodile shoes'],Incorrect,"[[0.07585818320512772, 0.9241418242454529]]"
Which 1980 Olivia Newton-John and ELO song is the only UK number one single to begin with the letter 'X'?,"
","['xanadu song', 'xanadu shangdu', 'xanadu album', 'xanadu disambiguation', 'xanadu', 'shang du', 'shàngdū', 'shang tu', 'zanadu']",Incorrect,"[[0.2030746340751648, 0.7969253659248352]]"
How many theses did Martin Luther post on the door of the Castle Church of Wittenberg in October 1517?,"95
","['ninety five', '95']",Correct,"[[0.8791467547416687, 0.1208532303571701]]"
Which 'Dr. Who' actor came between Patrick Troughton and Tom Baker?," Jon Pertwee
","['john pertwee', 'jon pertwee']",Correct,"[[0.815232515335083, 0.18476751446723938]]"
In which war did the Battle of Blenheim take place?,"7 Years War
","['list of spanish kings', 'royal house of spain', 'spanish monarchs', 'monarchs of spain', 'list of spanish monarchs', 'spanish succession', 'yo el rey', 'queen of spain', 'spanish royalty', 'kings of spain', 'head of state of spain', 'list of monarchs of spain', 'president of executive power', 'list of heads of state of spain', 'list of kings of spain', 'heads of state of spain']",Incorrect,"[[0.6619228720664978, 0.3380770981311798]]"
"Which Tuscan wine was traditionally packaged in a squat bottle enclosed in a straw basket, called a fiasco ?"," Chianti
","['chianti docg', 'colli aretini', 'colline pisani', 'colli fiorentini', 'chianti wine', 'chianti classico', 'chianti superiore', 'colli senesi', 'chianti']",Correct,"[[0.8661325573921204, 0.13386750221252441]]"
What disease did Cujo have?," Rabies
","['rabies animal', 'hdcv', 'rabies human', 'rabies serum', 'atc code j06aa06', 'rabies', 'symptoms of rabies', 'rabbies', 'כלבת', 'canine madness', 'tollwut', 'rabes']",Correct,"[[0.8879840970039368, 0.11201596260070801]]"
What are the narrows called between Tierra del Fuego and the Antarctic?," Magellan Straits
","['drake strait', 'drake passage', 'mar de hoces', 'drake s passage']",Incorrect,"[[0.8333246111869812, 0.16667540371418]]"
"When used as an artists’ pigment, the oxide of which metal is known as Chinese white?"," Tin
","['zinc poisoning', 'zinc tablets', 'special high grade zinc', 'zn2', 'super high grade zinc', 'zinc concentrate', 'shg zinc', 'zinc pills', 'zinc alloy', 'zinc metallurgy', 'zinc ions', 'zinc tiles', 'zinc processing', 'element 30', 'zinc alloys', 'zinc', 'zinc supplementation', 'zinc metabolism', 'zinc element', 'mossy zinc']",Incorrect,"[[0.7446563243865967, 0.25534364581108093]]"
What number was the Pan-Am flight that was destroyed over Lockerbie,"103
","['bombing of pa 103', 'pan am flight 103 disaster', '1988 lockerbie bombing', 'locherbie bombing', 'pan am flight 103 bombing', '1988 pan am 103 bombing', 'lockerbie disaster', 'pan american world airways flight 103', 'jerry don avritt', 'helsinki warning', 'pan american flight 103', 'james bruce macquarrie', 'pan am flight pa103', 'james macquarrie', 'lockerbie air disaster', 'lockerbie 103', 'raymond ronald wagner', 'lockerbie bombing', 'panam 103', 'clipper maid of seas', 'flight pa103', 'jerry avritt', 'lockerbie air disaster memorial', '1988 pan am 103', 'pan am 103', 'victims of lockerbie bombing', 'flight 103', 'pam am 103', 'bombing of pan am flight 103', 'lockerbie crash', 'britain s worst terrorist atrocity', 'flight pan am 103', 'maid of seas', 'pan am flight 103', 'jim macquarrie', 'garden of remembrance lockerbie']",Incorrect,"[[0.5175709128379822, 0.4824291467666626]]"
What single by Wet Wet Wet spent 15 weeks at number one in the UK charts in 1994?," Love Is All Around
","['christmas is all around', 'love is all around wet wet wet song', 'love is all around troggs song', 'love is all around']",Correct,"[[0.7839884757995605, 0.21601153910160065]]"
Which South African mammal is also called a suricate?," Meerkat
","['phased experimental demonstrator', 'meerkat', 'karoo array telescope']",Correct,"[[0.9343951344490051, 0.06560483574867249]]"
In which TV show would you find the character Groundskeeper Willie?," The Simpsons
","['flanders tv show', 'good vs evil simpsons tv ad', 'simpsons com', 'simpsons tv series', 'list of advertisements featuring simpsons characters', 'simpsons jokes', 'culturally significant words and phrases from simpsons', 'beach simpsons tv ad', 'list of made up words in simpsons', 'jokes on simpsons', 'simpsons', 'thesimpsons', 'recurring jokes in simpsons', 'itchy scratchy s 22500 easy pieces 22', 'simsons', 'dog biscuit', 'los simpsons', 'simpsons impact on television', 'reccuring jokes on simpsons', '500 easy pieces', 'made up words on simpsons', 'simpson s', 'criticism of simpsons', 'simpsons board games', 'no teasing', 'tv simpsons', 'to z simpsons tv ad', 'bart s karate lesson', 'running gags in simpsons', 'simpsons baseball', 'list of simpsons television advertisements', 'culturally significance phrases from simpsons', 'simpson stamps', 'why you little', 'recurring jokes on simpsons', 'simpsons catch phrases', 'neologisms in simpsons', 'neologisms on simpsons', 'culturally significant neologisms from simpsons', 'culturally significant phrases from simpsons', 'quigibo', 'list of neologisms and phrases on simpsons', 'simpsons world', 'last butterfinger', 'simpsons tv show', 'made up words in simpsons', 'simpson fox', 'jokes in simpsons', 'criticisms of declining quality of simpsons', 'circus simpsons tv ad', 'pacifier simpsons tv ad', 'bully simpsons tv ad', 'simpsons neologism', 'kromulent', 'list of neologisms in simpsons', 'list of simpsons tv ads', 'simspons', 'los simpson', 'madeup words in simpsons', 'promulent', 'simpsons tv ads', 'simpsons clue', 'list of simpsons tv ads by product', 'bart s nightmare simpsons tv ad', 'list of simpson characters in advertisements', 'bart s homework', 'smell your breath', 'simpsons words', 'plastic underwear', 'list of neologisms on simpsons', 'critisms of declining quality of simpsons', 'simppsons', 'raid simpsons tv ad', 'quijibo', 'made up words simpsons', 'maggie s party', 'simpson', 'thr simpsons']",Correct,"[[0.9161096215248108, 0.0838903859257698]]"
What is the largest country by land area in Central America?," Nicaragua
","['republic of nicaragua', 'nicaragua central america', 'nicarugua', 'republica de nicaragua', 'etymology of nicaragua', 'bibliography of nicaragua', 'health in nicaragua', 'nicaragua', 'subdivisions of nicaragua', 'nicaraguan', 'administrative divisions of nicaragua', 'república de nicaragua', 'nicuragua', 'sport in nicaragua', 'iso 3166 1 ni']",Correct,"[[0.5467381477355957, 0.4532618224620819]]"
What was the setting for the TV sit-com 'Slinger's Day'?,"1920s New York
","['super market', 'self service store', 'supermarkets', 'super markets', 'supermarket chain', 'supermarket']",Incorrect,"[[0.10894505679607391, 0.8910549879074097]]"
The Gracie Fields Theatre opened in which town in 1978?," Oldham
","['rochdale england', 'rochdale lancashire', 'rochdale town', 'recedham', 'rochdale', 'rochdale uk']",Incorrect,"[[0.7839884757995605, 0.21601153910160065]]"
Arthur Balfour was British Prime Minister during the reign of which monarch?," Edward VII
","['prince albert edward prince of wales', 'edward vii of scotland', 'albert edward prince of wales', 'albert edward duke of rothesay', 'edward 7', 'king edward vii', 'prince albert edward of united kingdom', 'edward vii of uk', 'edward vii', 'edward vii of england', 'eduard vii', 'prince albert edward duke of rothesay', 'albert prince of wales', 'edward vii of great britain', 'albert edward duke of cornwall', 'albert edward of united kingdom', 'prince albert edward', 'prince albert edward duke of cornwall', 'edward vii of britain', 'edward vii of united kingdom', 'king edward vii of united kingdom']",Correct,"[[0.5486735105514526, 0.45132654905319214]]"
"'Roadhouse' is the ironic US Secret Service codename for what famous standard-setting luxury Art Deco hotel at 301 Park Avenue in Manhattan, New York City?","21 Club
","['peacock alley connection', 'waldorf astoria hotel in new york', 'waldorf astoria in new york city', 'waldorf historia', 'meet me at hyphen', 'waldorf astoria towers', 'waldorf astoria hotel', 'waldorf–astoria', 'waldorf⸗astoria hotel', 'waldorf towers', 'waldorf astoria', 'waldorf astoria new york']",Incorrect,"[[0.49609383940696716, 0.5039061903953552]]"
"What kind of animals are Old Major (an allegory of Marx and Lenin) and Napoleon (an allegory of Stalin), in George Orwell's classic 1945 novella Animal Farm?","2 pigs
","['🐽', 'sus genus', 'piggeh', 'pigs', '🐷', '🐖', 'chazer', 'pig']",Incorrect,"[[0.22270014882087708, 0.7772998809814453]]"
Who was assassinated in New Delhi in 1948?," Mahatma Gandhi
","['barrister mohandas karamchand gandhi', 'mahatma ghadhi', 'ghandi', 'mohatma ghandi', 'father of india', 'gandhi s work in south africa', 'mohandus ghandi', 'mahatma gandhi bibliography', 'svadeshi', 'biography of mahatma gandhi', 'africian raga', 'mohandas 22mahatma 22 gandhi', 'gandhi mohandas karamchand', 'mahatama gandhi', 'mahatma mohandas karamchand gandhi', 'mohandas k gandhi', 'gandhian movement', 'putlibai', 'bapu gandhi', 'mahatama ghandi', 'matahama gandhi', 'મોહનદાસ કરમચંદ ગાંધી', 'mahatma karamchand gandhi', 'gandhy', 'mahatma gandhi', 'gandi s work in south africa', 'little brown saint', 'mahondas gandhi', 'mahatma ghandhi', 'gandhi', 'gnadhi', 'm k gandhi', 'mahatman gandhi', 'mohandas karamchand gandhi in south africa', 'mahâtmâ gandhi', 'mohandas karamchand gandhi', 'mohandas ghandi', 'saint of sabarmati', 'mahatma ghandi', 'mohandas gandhi', 'gahndi', 'gandhiji', 'gandhi mohandas k', 'gandhi poppadom', 'm k ghandi', 'mk gandhi']",Correct,"[[0.9403530955314636, 0.05964694544672966]]"
Which controversial footballer was the first to play for (and later to captain) England who was born after England won the 1966 World Cup?," John Fashanu
","['tony adams', 'tony adams association footballer', 'donkey adams', 'tony adams footballer', 'adams tony', 'tony alexander adams']",Incorrect,"[[0.5, 0.5]]"
"What notable university is located in South Bend, Indiana?"," Notre Dame
","['norte dame', 'notre dame', 'church of notre dame', 'cathedral of notre dame', 'notre dame church', 'notre dame disambiguation', 'cathedral of nôtre dame']",Correct,"[[0.9196425676345825, 0.08035746961832047]]"
"Deriving from the Greek for 'crescent', what name is given to the convex or concave upper surface of a column of liquid, the curvature of which is caused by surface tension?"," Meniscus
","['menisci', 'miniscus', 'meniscus', 'meniscal']",Correct,"[[0.929951012134552, 0.07004895806312561]]"
How many is there in a bakers dozen?,"13
","['13', 'thirteen']",Correct,"[[0.7563575506210327, 0.2436424344778061]]"
What did the cowboy ride on the Island of Misfit Toys in the 1964 classic Rudolph the Red-Nosed Reindeer?,"1-horse open sleigh
","['ostriches', 'ostrich racing', 'ostrish', 'ostrich race', 'ostridge', 'ostrich egg', 'ostrich', 'ostritch', 'osterish', 'struthio camelus', 'ostrich farming', 'ostrich farmer', 'ostrage', 'ostrich farms', 'struthious', 'masai ostrich', 'ostrich meat', 'ostrich farm', 'common ostrich', 'osterich']",Incorrect,"[[0.13939638435840607, 0.8606036305427551]]"
A 46-year-old British woman made the news in 2014 when in Croatia she was married to her?,"26-year-old son
","['dogs', 'doggie', 'doggy', 'dog', 'shedog', 'canis domesticus', 'she dogs', 'canis canis', 'canis lupus familiaris', 'canis familaris', 'female dogs', 'domestic dogs', 'c l familiaris', 'bitch dog', 'domestic dog', 'pet dog', 'man s best friend', 'canis familiaris domesticus', 'dogs animals', 'female dog', 'dogs as pets', 'dog pet', 'dog domestic', 'dogs as our pets', 'doggies', 'shedogs', 'canis familiaris', '🐶', 'doghood', 'canis familiarus domesticus', 'shelter dog', '🐕', 'dogness', 'domestic dog clade', 'bitch female dog', 'dog hood', 'she dog', 'canine lupus']",Incorrect,"[[0.12852513790130615, 0.8714748620986938]]"
"Who authored the 1823 immortal poem, ""A Visit from St. Nicholas""?"," Clement Clark Moore
","['clement clark moore', 'clement moore', 'clement c moore', 'clement clarke moore', 'clement clarke moore park']",Correct,"[[0.9053223133087158, 0.09467770159244537]]"
The Resurrection is a symphony by which composer?," Mahler
","['mahler gustav', 'mahler symphonies', 'gustave mahler', 'mahlerian', 'gustav mahler', 'mahler', 'gus mahler']",Correct,"[[0.7853085398674011, 0.2146914005279541]]"
What are the last lines of My Fair Lady?," ""You did it. You've actually done it.""
",['where devil are my slippers'],Incorrect,"[[0.325949490070343, 0.6740504503250122]]"
What was the name of the island where 'King Kong' lived?," Skull Island
","['skull island coastal region and village', 'skull island', 'skull island lowlands', 'skull island uplands']",Correct,"[[0.8856314420700073, 0.11436852067708969]]"
"Which TV show is centred around Al Bundy, his wife Peggy, and their children Kelly and Bud?"," Married With Children
","['married with children', 'marcy rhoades d arcy', 'national organization of men against amazonian masterhood', 'list of running gags on married with children', 'bundys', 'bračne vode', 'no ma am', 'bobrooney', 'married with kids', 'miranda veracruz de la hoya cardenal', 'm wc', 'psycho dad', 'married… with children', 'luke ventura']",Correct,"[[0.9202179908752441, 0.07978201657533646]]"
What is the more common name for Oil of Vitriol?," Sulfuric Acid
","['sulfuric acids', 'sulfuric vi acid', '🜗', 'dihydrogen sulphate', 'tower acid', 'vitreol', 'vitriolic', 'sulfur acid', 'h2so4', 'h₂so₄', 'dihydrogen sulfate', 'vitriolically', 'glover acid', 'oil of vitriol', 'spirit of sulfur', 'dipping acid', 'sulfuric acid chemdata supplement', 'sulphuric acid', 'spirit of sulphur', 'aqueous hydrogen sulfide', 'h2o4s', 'sulphur acid', '🜖', 'hydrogen sulphate', 'sulphuri acid', 'h2s04', 'battery acid', 'chamber acid', 'vitriolic acid', 'fertiliser acid', 'vitriols', 'sulfuric acid', 'spirit of vitriol', 'fertilizer acid', 'e513', 'dilute sulfuric acid', 'h2so']",Correct,"[[0.6076632142066956, 0.3923368752002716]]"
"A monopoly is where there is only one seller of a goods or service, what word is used for only one buyer?"," Monopsony
","['buyer s monopoly', 'monopsony power', 'monopsonistic', 'monopsony labor market', 'monopsonies', 'monopsony', 'monopsonist', 'monopsonistic competition', 'monosopy']",Correct,"[[0.740174412727356, 0.2598256766796112]]"
"Charlene, Princess of Monaco, was an Olympic swimmer for which country?"," South Africa
","['zuidafrika', 'azania south africa', 'south africans', 'zuid africa', 'suid africa', 'afrique du sud', 'saffa', 'south africa s', 'third republic south africa', 'ningizimu afrika', 'sou frica', 'iso 3166 1 za', 'soufrica', 'capital of south africa', 's afr', 'seth efrika', 'zuid afrika', 'suid afrika', 'south africaà', 's africa', 'republic of south africa', 'rep of south africa', 'south african', 'beloved country', 'south africa', 'southafrica', 'mzansi', 'republiek van suid afrika']",Correct,"[[0.6825737357139587, 0.31742626428604126]]"
On which of the Great Lakes does the city of Milwaukee lie?," Michigan
","['transport in michigan', 'micigan', 'michigan', 'michigan quick trivia', 'economy of michigan', 'politics of michigan', 'míchigan', 'michigan economy', 'education in michigan', 'climate of michigan', 'religion in michigan', 'michigan state', 'transportation in michigan', 'great lakes state', 'demographics of michigan', 'mitchigan', 'water winter wonderland', 'wolverine state', 'michigan u s state', 'state of michigan', 'twenty sixth state', 'weather in michigan', 'mich', '26th state', 'michigan gov', 'michigan united states', 'transit in michigan', 'mi state', 'us mi']",Correct,"[[0.6513549089431763, 0.3486451804637909]]"
Which actor played the third Dr Who on television?," Jon Pertwee
","['john pertwee', 'jon pertwee']",Correct,"[[0.9130582809448242, 0.08694165199995041]]"
The Ligurian Sea and the Tyrrhenian Sea are both arms of which larger sea?," Mediterranean Sea
","['sea of mediterranea', 'mediterranian sea', 'roman sea', 'mediteranean', 'mediterranean sea', 'medditeranean', 'miditerranean', 'mediterranean coast', 'mediterranean ocean', 'mediteranian', 'meditiranean', 'البحر المتوسط', 'mediterranium sea', 'mediterain', 'mediteranean sea', 'med', 'med sea', 'mediterrannean', 'mediterranea', 'west mediterranean', 'pollution of mediterranean sea', 'mediterraenian', 'mediterranian', 'mediterannean sea', 'البحر الأبيض المتوسط', 'medaterain', 'mediterrannean sea', 'overfishing in mediterranean sea', 'méditerranean sea', 'medeterain', 'mediterranean countries', 'western mediterranean', 'mediterranean', 'mediterannean', 'mare internum', 'meditaranian', 'meditarranean', 'tourism in mediterranean region', 'roman mediterranean', 'meditterranean sea']",Correct,"[[0.9433475732803345, 0.05665242299437523]]"
Which is the northernmost English county town?,"	Carlisle
","['morpeth', 'morpeth disambiguation']",Incorrect,"[[0.7074047327041626, 0.2925952970981598]]"
"Of which country did Peter, Susan, Edmund and Lucy became monarchs?"," Narnia
","['narnia books', 'planet narnia', 'chronicle of narnia', 'narnia chronicles', 'narnia', 'tcon', 'chronicles of narnia', 'narnia series']",Correct,"[[0.18476751446723938, 0.815232515335083]]"
Which chemical element is named after the Roman for Paris?,"75 - Lutetium
","['lutetium element', 'lutecium', 'cassiopium', 'element 71', 'lutetium orthosilicate', 'cassiopeium', 'cassiopeum', 'lutetium']",Incorrect,"[[0.22135069966316223, 0.7786493301391602]]"
Admiral Américo Tomás became president of which NATO-member nation in 1958?," Portugal
","['portugul', 'portugallu', 'portugalska', 'pòtigal', 'portugaul', 'portugalujo', 'portuguese republic', 'iso 3166 1 pt', 'republic of portugal', 'portugalsko', 'portugual', 'bồ đào nha', 'portugall', 'portûnga', 'bo dao nha', 'phortaingeil', 'portugale', 'portugal', 'portugál', 'portugalėjė', 'portiwgal', 'phu to ga', 'portugalija', 'portugalio', 'portogallo', 'phû tô gâ', 'portegal', 'república portuguesa', 'portugāle', 'phortaingéil', 'yn phortiugal', 'portogało', 'portuga', 'portugaleje', 'portekiz', 'o papagaio', 'portunga', 'potigal', 'portekîz', 'pertual', 'portogalo', 'portugali', 'portyngal', 'republica portuguesa', 'portingale', 'portúgal', 'portgual', 'potiti']",Correct,"[[0.8933094143867493, 0.10669060051441193]]"
Who won the 2013 World Super Bike Championship?,"	Eugene Laverty
",['tom sykes'],Incorrect,"[[0.1259227693080902, 0.8740772008895874]]"
"In 1918, who wrote the song God Bless America?"," Irving Berlin
","['ellin mackay', 'marie irving berlin song', 'israel isidore baline', 'israel isadore baline', 'irving berlin', 'i love piano', 'israel baline']",Correct,"[[0.8300437331199646, 0.169956237077713]]"
What space telescope has been in orbit since 1990?," Hubble
","['hubble telescope', 'telescopio espacial hubble', 'hubbel space telescope', 'hubble space telescope servicing mission 2', 'starry eyed hubble', 'hubble', 'space telescope operations control center', 'hubble space telscope', 'telescópio espacial hubble', 'hst telescope', 'hubble space telescope servicing mission 1', '1990 037b', 'hubble space telescope', 'hubble spacecraft', 'hubblecast', 'hubble space telescope hst']",Correct,"[[0.944587230682373, 0.05541279539465904]]"
"An Act of Parliament instigated by artist William Hogarth,established which commercial principle?","1735 Copyright Act
","['copyright assignment', 'copyright law', 'copyrighted', 'copy right', 'urheberrecht', 'copyright and related rights', 'koiinpnt3', 'copyright enforcement', 'sub standard copyright', 'copyright problems', 'music copyright', 'copyright extension', 'conceptual separability', 'copyrights and related rights', 'copyright laws', 'copyright tag', 'copyrigt', 'rights holder', 'uncopyrightable', 'rightsholder', 'copyrighting', 'copyright license', 'own work', 'copyrights', 'copyrightability', 'copyright holder', 'copyrightable', 'coypright', 'copyright', 'copyright vio']",Incorrect,"[[0.36658975481987, 0.6334102749824524]]"
Whose diary was first published in 1947 under the title 'Het Achterhuis'?," Anne Frank
","['betrayal of anne frank', 'ann franke', 'anne frank fonds', 'anneke frank', 'annele frank', 'tony ahlers', 'annelies marie frank', 'ann frank', 'ana frank', 'anna frank', 'anne marie frank', 'anee frank', 'annelies frank', 'anne frank']",Correct,"[[0.9724147915840149, 0.027585284784436226]]"
"""What crop was """"king"""" in the antebellum U.S. South?"""," Cotton
","['cotton linter', 'indian cotton', 'cotton', 'cotton cloth', 'cotton boll', 'bomull', 'cotton fiber', 'absorbent cotton', 'cotton picking', 'cottons', 'cotton wool', 'cotton industry', 'manufacture of cotton', 'cotton fabric', 'processing of cotton']",Correct,"[[0.9626730680465698, 0.037326883524656296]]"
After World War II Emperor Hirohito of Japan signed the treaty ending the state of war with Britain on 9 September of which year?,"1945
","['one thousand nine hundred and fifty one', '1951']",Incorrect,"[[0.9314625263214111, 0.06853749603033066]]"
"Adam; Hoss and Joe lived on the 'Ponderosa', what was their surname?"," Cartwright
","['cartwright', 'cartwrights', 'cart wright', 'wainwright', 'wagonmaker']",Correct,"[[0.8705973029136658, 0.1294027417898178]]"
What is the metric race distance of all Olympic rowing events?,"2,000m
","['2 000 metres', '2000 distance', 'two thousand distance']",Incorrect,"[[0.34687307476997375, 0.6531268954277039]]"
"Which river, the longest in France, empties into the Atlantic at St. Lazaire?"," Loire
","['départment of loire', 'loire', 'la loire', 'loire river', 'loire river france', 'luara', 'loira', 'montbrisn', 'longest river in france', 'river loire', 'montbrisn loire']",Correct,"[[0.9268352389335632, 0.07316471636295319]]"
What is the name of the aliens who invaded planet Earth in the 2005 60-minute special television episode of Doctor Who’ entitled ‘The Christmas Invasion’?," Sycorax
","['sycorax shakespeare', 'sycorax']",Correct,"[[0.7718434929847717, 0.22815649211406708]]"
What is the English translation of the Latin phrase 'In Utero'?," In the Womb
","['life before birth', 'in womb']",Correct,"[[0.8449215292930603, 0.1550784707069397]]"
What is the common name for Herpes Zoster?," Shingles
","['zoster', 'shingles', 'isotopic response', 'mandibular zoster', 'disseminated shingles', 'disseminated herpes zoster', 'zoster sine herpete', 'herpes zoster', 'trigeminal zoster', 'inflammatory skin lesions following zoster infection']",Correct,"[[0.9099069833755493, 0.09009299427270889]]"
