question,answer,logits,normalized_aliases
"""Who starred as AC Slater in """"Saved by the Bell""""?"""," Scott Wolf
","[[0.35220178961753845, 0.6477982401847839]]","['mario lópez', 'mario lopez', 'courtney mazza']"
"In May 2009, Millvina Dean died aged 97. She was the last survivor of which historic event?","1912 Titanic sinking
","[[0.562176525592804, 0.4378235340118408]]","['sinking of r m s titanic', 'bridge of titanic', 'sinking of titanic', 'titanic sinking', 'timeline of sinking of rms titanic', 'shut up shut up i m working cape race', 'titanic disaster', 'sinking of rms titanic']"
What country do Legos come from originally?," Denmark
","[[0.5926666259765625, 0.4073334336280823]]","['dinamarca', 'denmarc', 'danimarca', 'mainland denmark', 'denmarke', 'kingdom of denmark', 'danemark', 'danmoerk', 'denmark', 'danska', 'danmork', 'denemarke', 'media of denmark', 'iso 3166 1 dk', 'danish kingdom', 'daenemark', 'kingdomofdenmark', 'administrative divisions of denmark', 'dänemark', 'subdivisions of denmark', 'kongeriget danmark', 'danmörk', 'eastern denmark', 'denmark proper', 'media in denmark']"
Which was the 50th and last state to become part of the USA?,"1959
","[[0.4804787039756775, 0.5195213556289673]]","['haiwii', 'transport in hawaii', 'hawaii usa', 'us hi', 'hawaii united states', 'fiftieth state', 'health in hawaii', 'moku 60a ina o hawai 60i', 'hawaii', 'culture of hawaii', 'haiwaii', 'hawaii u s state', 'hawai i state', 'hawai i resident', 'state of hawai 60i', 'religion in hawaii', 'demographics of hawaiʻi', 'ハワイ', 'languages of hawaii', 'hawii', 'hawaiʻi', 'mokuʻāina o hawaiʻi', 'hawai i', 'state of hawai i', 'hawai 60i', 'haway', 'hawaiian culture', '50th state', 'demographics of hawaii', 'hawái', 'moku 60aina o hawai 60i', 'u s hi', 'state of hawaiʻi', 'howaii', 'owhyhee', 'hawaii resident', 'aloha state', 'education in hawaii', 'hawwaii', 'economy of hawaii', 'mokuʻa ina o hawaiʻi', 'hawaii state', 'state of hawaii', 'hawaií', 'geography of hawaii', 'hawaï']"
"Who wrote the music for 'Billy Elliot, The Musical'?"," Elton John
","[[0.4493926465511322, 0.5506073832511902]]","['lady choc ice', 'sir elton', 'kenneth dwight', 'john elton', 'list of elton john awards', 'reginald k dwight', 'nancy treadlight', 'sir john elton', 'ann orson', 'rockaday johnny', 'redget buntovan', 'reginald dwight', 'elton john band', 'reginald kenneth', 'renate blauel', 'reg dwight', 'reggie dwight', 'elthon john', 'reginald kenneth dwight', 'elton hercules john', 'lord choc ice', 'mrs elton john', 'elton john', 'elton john discography', 'reg kenneth dwight', 'elton h john', 'sir elton hercules john cbe', 'sir elton john', 'eltonjohn', 'elton john s discography']"
"Seals, sea lions and walrus belong to which suborder of manunals?"," Phoca
","[[0.5389832258224487, 0.46101677417755127]]","['seacalves', 'sexual behavior of pinnipeds', 'mating seals', 'sea calves', 'finfooted mammal', 'seal animal', 'la foca', 'seacalf', 'seal reproduction', 'anatomy of pinnipeds', 'baby seals', 'pinniped', 'seal zoology', 'reproductive behavior of pinnipeds', 'pinnipeda', 'pinnipedia', 'seal mammal', 'sea calf', 'pinnipeds']"
"Held just outside Bridgeville, DE, Friday marks the start of the world championship in the art of throwing what for distance, using classes such as Air, Centrifugal, Catapult, Trebuchet, and Human Powered?","2023 World Jousting Championships
","[[0.3557748794555664, 0.6442250609397888]]","['pumpkin farming', 'punkin', 'pumpkin', 'pumpkins', 'pumpkin cultivation', 'pumpkining']"
How are comedians Paul & Barry Elliot better known?,"2 Live Crew
","[[0.3775406777858734, 0.622459352016449]]","['barry chuckle', 'barry elliot entertainer', 'chucklehounds', 'paul elliot', 'paul chuckle', 'barry elliot', 'chuckle hounds', 'indiana chuckles and kingdom of mythical sulk', 'chuckle brothers', 'chuckle bros']"
Which Greek goddess is the muse of erotic poetry?," Aphrodite
","[[0.49218809604644775, 0.5078118443489075]]","['erato', 'ἐρατώ']"
What was the name of the dog in Enid Blighton's Famous Five books?,"100
","[[0.19436781108379364, 0.8056321740150452]]","['timmy', 'timmy disambiguation']"
What dangerous type of horse race involves jumping over various fences and ditches?,"400
","[[0.314050555229187, 0.6859495043754578]]","['horse racing steeplechase', 'chase racing', 'steeplechase racing in united states', 'jumps racing', 'steeplechases', 'steeplechase racing in australia', 'steeplechasing', 'steeplechase', 'jumps races', 'steeple chasing', 'steeplechase horse racing', 'jumps race', 'steeplechaser', 'steeple chase']"
A pride is a group of what type of animal?," Lions
","[[0.5851011276245117, 0.4148988425731659]]","['lions mating', 'kalahari lion', 'sexual behavior of lions', 'lion', 'mating lions', 'reproductive behavior of lions', 'lion attack', 'lion cub', '🦁', 'mane lion', 'p leo', 'lion animal', 'african lion', 'panthera leo', 'lions', 'lion penis', 'lionesses', 'king of beasts', 'lion s penis', 'felis leo', 'african lions', 'man eating lions', 'mane of lion']"
The Cantonese/Chinese dish 'foo yong' (also 'fu young') is similar to?,"1. French 'faux-filet' 2. Italian 'fettucine'
","[[0.3380770981311798, 0.6619228720664978]]","['denver omelette', 'ahmlet', 'omellette', 'omelette', 'western omelette', 'omelettes', 'omelett', 'omellete', 'denver omelet', 'denver omlette', 'omlette', 'omelets', 'cheese omelet', 'omelet', 'western omelet']"
"Prudhoe Bay Oil Field, the largest in North America, is in which US state?"," Alaska
","[[0.46101677417755127, 0.5389832258224487]]","['аляска', 'alaska usa', 'alaska city alaska', 'alaskan', 'rail transport in alaska', 'alyaska', 'city alaska', 'ulaska', 'alaksa', 'film industry in alaska', 'alasca', 'culture of alaska', 'elaska', 'largest us state', 'forty ninth state', 'us ak', '49th state', 'recording district alaska', 'alaska united states', 'state of alaska', 'alaska state', 'town alaska', 'alaska', 'alaska heritage resources survey', 'religion in alaska', 'alaska u s state', 'arasuka', 'alaskans', 'education in alaska']"
"What is a large semi-aquatic rodent native to Canada, much of the United States, and parts of northern Mexico that constructs homes out of sticks, twigs, and mud in lakes or streams?"," Muskrat
","[[0.5, 0.5]]","['beaverdams', 'beaver pelt', 'beaverdam habitat', 'beaver', 'beavers', 'beaver lodge', 'beaver houses', 'castor zoology', 'salt water beavers', 'beaver house', 'castor genus', 'beever']"
The Biba boutiques were at the heart of swinging London and at one time had the highest turnover of any British retail company. Who founded and ran Biba?," Jane Birkin
","[[0.5039061903953552, 0.49609383940696716]]",['barbara hulanicki']
Mjosa (more precisely Mjøsa) is the largest lake of which country?," Norway
","[[0.5888891220092773, 0.41111084818840027]]","['norwegen', 'kongeriket norge', 'norway', 'republic of norway', 'noorwegen', 'norvege', 'mainland norway', 'kingdom of norway', 'sport in norway', 'noreg', 'noruega', 'norwegia', 'noregur', 'royal kingdom of norway', 'name of norway', 'kongeriket noreg', 'norwegian kingdom', 'etymology of norway', 'norvège', 'iso 3166 1 no', 'norwegian state']"
Which US President was known as 'The Rail-Splitter' and 'The Great Emancipator'?,"16th
","[[0.18242551386356354, 0.8175744414329529]]","['lincoln s cabinet', 'president lincoln', 'president abe lincoln', 'abe lincoln', 'abraham lincoln and american civil war', 'presedent lincon', 'honest abe', 'abe licnoln', 'lincoln', 'lincoln abraham', 'abraham lincoln president', 'abaham lincoln', 'president abraham', 'abe lincolin', 'lincolnian', '16th president of united states', 'abaraham lincoln', 'abraham lincoln', 'lincoln president', 'abraham lincon', 'president abraham lincoln', 'rail splitter', 'abraham president', 'abe lincon', 'abrahm lincoln', 'aberham lincoln', 'great emancipator', 'abraham lincoln s life', 'honest abe lincoln']"
Which London museum occupies part of the old Bethlehem Royal Hospital?," British Museum
","[[0.3702253997325897, 0.6297746300697327]]","['imperial war museum act 1955', 'imperial war museum act 1920', 'imperial war museum', 'iwm london', 'lord ashcroft gallery', 'imperial war museums']"
What is the flavour of the liqueur Amaretto?," Almond
","[[0.6150878667831421, 0.3849121630191803]]","['almond tree', 'almond bitter oil', 'prunus amygdalus dulcis', 'almendrado', 'marcona almonds', 'almond oil', 'luz nut', 'almond trees', 'oil of bitter almond', 'oleum amygdalae', 'almond', 'amygdalus fragilis', 'prunus amygdalus', 'baadaam', 'bitter almond', 'mandel nut', 'almonds', 'amygdalus communis', 'badam', 'bitter almonds', 'sweet almond oil', 'almond extract', 'amygdalus sativa', 'amygdalus dulcis', 'oil of bitter almonds', 'prunus dulcis', 'لوز', 'marcona almond', 'almond syrup', 'amygdalus amara', 'druparia amygdalus', 'toasted almond']"
How often is the Oberammergau Passion Play performed?,"10 years
","[[0.3923368752002716, 0.6076632142066956]]",['every ten years']
Whose cottage is on the left of the Constable painting The Hay Wain?," Thomas Gainsborough
","[[0.5774953365325928, 0.42250463366508484]]",['willy lott']
‘Wot a lot I got’ was the advertising slogan for which confectionery items?,"99p sweets
","[[0.3073580265045166, 0.6926419734954834]]","['smarties nestlé rowntree s', 'smartees', 'nestlé smarties', 'smartie', 'nestle smarties', 'smarties', 'smarties nestle rowntree s', 'lentilky', 'smarties nestle', 'smarties candy', 'smarties nestlé', 'smarties chocolate']"
What is a cricket umpire signalling when he holds out one arm horizontally?,"6 runs
","[[0.30074557662010193, 0.6992543935775757]]","['no ball', 'no balls']"
"What is a mixture of saturated aliphatic and alicyclic C7 to C12 hydrocarbons with a maximum content of 25% of C7 to C12 alkyl aromatic hydrocarbons, which is used as an extraction, cleaning and degreasing solvent, and as a solvent in aerosols, paints, wood preservatives, lacquers, varnishes, and asphalt products?","1,1,2-trichloro-1,2-dichloroethane
","[[0.314050555229187, 0.6859495043754578]]","['turps substitute', 'turpenoid', 'mineral spirits', 'white spirit', 'stoddard solution', 'ligarin', 'stoddard solvent', 'odorless mineral spirits', 'varsol disambiguation', 'turpentine substitute', 'solvent naphtha', 'varsol', 'mineral turpentine', 'mineral spirit']"
Who won the World Darts Championship 4 times in the 1980s?," Eric Bristow
","[[0.3242354094982147, 0.6757646203041077]]","['eric bristow', 'crafty cockney']"
"Which river rises on the Tibetan Plateau, flows northwest and then south and southwest to enter the Arabian Gulf in the Seven Rivers area south of Karachi?","1924
","[[0.19436781108379364, 0.8056321740150452]]","['lion river', 'riv indus', 'حندو', 'satnad', 'सिन्धु', 'سندھ', 'ινδός', 'abaseen', 'river sindh', 'abasin', 'shindhu', 'river sindhu', 'sindhu', 'سنڌو', 'yìndù', 'indus', 'indos', 'indus valley', 'indus basin', 'indus river valley', 'sinthos', 'indus river', 'indus river basin', 'abbasin', 'ّآباسن', 'abasyn', 'river indus', 'sindhu river', 'satnad river', 'father of rivers']"
In which city is the HQ of Volkswagen cars?," Wolfsburg
","[[0.49609383940696716, 0.5039061903953552]]","['wolfsburg germany', 'kdf stadt', 'wolfsburg', 'wolfsburg crest', 'wolfsburg west germany', 'wolfsburg emblem']"
"""Which American pop singer/songwriter who won the first season of the television series American Idol in 2002 won two Grammy Awards in 2006 - for her album """"Breakaway"""" and the single """"Since U Been Gone""""?"""," Kelly Clarkson
","[[0.5078118443489075, 0.49218809604644775]]","['clarkson kelly', 'ain t gonna like this', 'kelly clarkson', 'kelly blackstock', 'brandon blackstock', 'kellegend', 'kelly clarkson singer', 'go kelly clarkson song', 'kelly brianne clarkson', 'kellly clarkson', 'way i like it album', 'kelly clarkston', 'jekky', 'kelly clarkson album', 'kelly clarckson']"
"The wreck of which warship, one of the largest in the English navy of King Henry VIII in the first half of the 16th century, was rediscovered in 1971 and salvaged in October 1982?"," Mary Rose
","[[0.4378235340118408, 0.562176525592804]]","['hms mary rose 1510', 'mary rose shawm', 'english carrack mary rose', 'mary rose']"
What seven-letter word means “A Russian tea urn”?,"7-up
","[[0.562176525592804, 0.4378235340118408]]","['samowar', 'zavarka', 'samovar', 'electric samovar', 'semaver']"
What are the first names of David and Victoria Beckham’s daughter?," Harper Seven
","[[0.43014734983444214, 0.5698526501655579]]",['harper seven']
"Which Roman writer, best known for his Natural History (Naturalis Historic), died during the eruption of Vesuvius in 79AD?"," Pliny the Elder
","[[0.4263215959072113, 0.5736784338951111]]","['plinius', 'pliny disambiguation', 'pliny']"
"Gary Numan, Cliff Richard and Crystal Gayle were all born with which surname?"," Williams
","[[0.562176525592804, 0.4378235340118408]]","['webb disambiguation', 'webb']"
"Because it was worn by recently freed slaves in Ancient Rome, what cap became the symbol of liberty?","10-cent coin
","[[0.2628418505191803, 0.7371581792831421]]","['cumulonimbus with pileus', 'pileus disambiguation', 'pileus']"
"What form of bridge is Tower Bridge, London?","19th century bascule
","[[0.32766830921173096, 0.672331690788269]]","['bascule disambiguation', 'bascule']"
"Published in 2011, 'The House of Silk' is the first new official Sherlock Holmes mystery and was written by which author who has won many awards for his children's books?"," Anthony Horowitz
","[[0.5350984334945679, 0.46490156650543213]]",['anthony horowitz']
Harrison Ford was working as what before his first big break as a film actor?,"1st mate on a merchant ship
","[[0.3345894515514374, 0.665410578250885]]","['medieval carpentry', 'carpenter', 'housewright', 'carpenter occupation', 'carpenter shop', 'carpenters', 'carpentry']"
What type of animal is a shell-less gastropod?," Mollusc
","[[0.5273165106773376, 0.47268345952033997]]","['slugs', 'slug zoology', 'common garden slug', 'keel slug', 'land slug', 'hyl mass', 'slug', 'slug animal']"
"The Finch family of Maycomb, Alabama feature in which 1960 novel?"," To Kill A Mockingbird
","[[0.49218809604644775, 0.5078118443489075]]","['maycomb alabama', 'to assassinate mockingbird', 'to kill mockingbird', 'tkamb', 'tkam', 'maycomb', 'how to kill mockingbird', 'maycomb al', 'prejudices in mockingbird', 'to kill mockingbird novel', 'maycomb disease', 'tkmb', 'to klil mockingbird', 'to kill mockingbird book', 'to kill mocking bird', 'to kill mockingbird play']"
"Which Venetian artist, real name Jacopo Robusti, painted “The Origin of the Milky Way”?","1500s
","[[0.32766830921173096, 0.672331690788269]]","['tintoret', 'il tintoretto', 'tintoretto', 'little dyer', 'jacopo tintoretto', 'tintoretto il', 'jacobo robusti', 'jacopo robusti']"
To which James Bond film did Nancy Sinatra sing the theme tune?,"007 Casino Royale
","[[0.28140559792518616, 0.7185943722724915]]","['you only live twice', 'you only live twice disambiguation', 'you live only twice', 'you only live twice album', 'yolt']"
Which American President was the teddy bear named after?,"26th President Theodore Roosevelt
","[[0.25091278553009033, 0.7490872144699097]]","['t ros', 'cowboy president', 'theodore roosavelt', 'trust buster', 'president theodore roosevelt', 'teddy roosvelt', 'teddy rosevelt', 't roosevelt', 'roosevelt theodore', 'feddy roosevelt', 'cowboy of dakotas', 'teddy rose', '26th president of united states', 'teddy roosevelt foreign policy', 'teddy roose', 'teodoro roosevelt', 'theodore roosevelt', 'theodor roosevelt', 't roosevelt administration', 'teddy roosevelt']"
What country had the Roman name Hibernia?," Ireland
","[[0.4263215959072113, 0.5736784338951111]]","['irlandia', 'erin s isle', 'héireann', 'airlann', 'ireland', 'irelanders', 'airlan', 'mikra britannia', 'irelander', 'population of ireland', 'west coast of ireland', 'scotia major', 'symbol of ireland', 'irland', 'auld sod', 'island of ireland', 'ireland region', 'irlanda', 'ireland ulster', 'ierne placename', 'island ireland', 'ireland island', 'ireland and ulster']"
Who won a Gold Medal for Britain in the men’s 100 metres at the 1992 Summer Olympic Games in Barcelona?," Linford Christie
","[[0.3415825068950653, 0.6584175229072571]]","['linford christie s lunchbox', 'lynford christie', 'linford christie', 'christie linford', 'linford s lunchbox']"
Which was the second city to host the modern Olympic Games?,"1900 Paris
","[[0.2689414322376251, 0.7310585975646973]]","['paris musical', 'paris', 'paris u s', 'places named paris', 'paris list', 'paris usa', 'paris roman actor', 'paris album', 'paris disambiguation', 'list of places and things named paris', 'paris actor', 'paris film']"
The White Stripes 2003 hit single I Just Don't Know What To Do With Myself was originally a hit in 1964 for which female singer?,"60s singer
","[[0.3849121630191803, 0.6150878667831421]]","['mary isabel catherine bernadette o brien', 'dusty springfield', 'mary isobel catherine bernadette o brien', 'dusty springfield s personality', 'dusty springfield s sexuality', 'dusty very best of dusty springfield']"
"Coriolanus Snow, Peeta Mellark and Haymitch Abernathy are characters in which series of books?","100
","[[0.3073580265045166, 0.6926419734954834]]","['hunger games trilogy', 'hunger game', 'hunger games', 'hunger games franchise']"
"What American boxer, who celebrated his birthday on Monday, is the first in history to win 5 world titles in 5 different weight classes, and was nicknamed The Motor City Cobra or The Hitman?","154
","[[0.32766830921173096, 0.672331690788269]]","['thomas hearns', 'thomas 22the hitman 22 hearns', 'tommy hearns', 'hitman hearns']"
